# BUSCO version is: 5.5.0 
# The lineage dataset is: insecta_odb10 (Creation date: 2024-01-08, number of genomes: 75, number of BUSCOs: 1367)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
38815at50557	Duplicated	scaffold_10:173159529-173192277	173159529	173192277	+	458.9	487	https://v10-1.orthodb.org/?query=38815at50557	Acyl-CoA dehydrogenase/oxidase, N-terminal
38815at50557	Duplicated	scaffold_11:155183492-155185393	155183492	155185393	+	477.8	487	https://v10-1.orthodb.org/?query=38815at50557	Acyl-CoA dehydrogenase/oxidase, N-terminal
38891at50557	Complete	scaffold_5:43804821-43829898	43804821	43829898	+	491.9	391	https://v10-1.orthodb.org/?query=38891at50557	Cwf19-like, C-terminal domain-1
39005at50557	Complete	scaffold_14:113336353-113295954	113336353	113295954	-	617.0	446	https://v10-1.orthodb.org/?query=39005at50557	THO complex subunit 1
39032at50557	Complete	scaffold_6:139563828-139537957	139563828	139537957	-	467.6	382	https://v10-1.orthodb.org/?query=39032at50557	Ubiquitinyl hydrolase 1
39392at50557	Complete	scaffold_14:2153009-2180867	2153009	2180867	+	735.4	461	https://v10-1.orthodb.org/?query=39392at50557	NEDD8-activating enzyme E1 regulatory subunit
39429at50557	Complete	scaffold_17:37128649-37028638	37128649	37028638	-	187.2	165	https://v10-1.orthodb.org/?query=39429at50557	Immunoglobulin-like domain
39740at50557	Complete	scaffold_10:160586913-160470169	160586913	160470169	-	417.3	410	https://v10-1.orthodb.org/?query=39740at50557	CPL domain
39871at50557	Complete	scaffold_2:174670378-174659556	174670378	174659556	-	365.6	272	https://v10-1.orthodb.org/?query=39871at50557	Zinc finger C2H2 superfamily
39938at50557	Complete	scaffold_8:62530522-62576523	62530522	62576523	+	566.5	427	https://v10-1.orthodb.org/?query=39938at50557	Nicalin
40115at50557	Complete	scaffold_11:8029282-8007141	8029282	8007141	-	633.5	390	https://v10-1.orthodb.org/?query=40115at50557	WD40 repeat
40260at50557	Complete	scaffold_4:185795959-185740314	185795959	185740314	-	801.7	509	https://v10-1.orthodb.org/?query=40260at50557	Zinc finger, LIM-type
40442at50557	Complete	scaffold_2:168795934-168815919	168795934	168815919	+	558.4	388	https://v10-1.orthodb.org/?query=40442at50557	BTB/POZ domain
40757at50557	Complete	scaffold_13:147010272-146988301	147010272	146988301	-	680.4	431	https://v10-1.orthodb.org/?query=40757at50557	Actin-related protein 8
41050at50557	Complete	scaffold_15:67172733-67174955	67172733	67174955	+	611.7	371	https://v10-1.orthodb.org/?query=41050at50557	Leucine-rich repeat
41065at50557	Complete	scaffold_3:4696253-4727501	4696253	4727501	+	519.1	395	https://v10-1.orthodb.org/?query=41065at50557	Tetratricopeptide repeat
41272at50557	Complete	scaffold_12:68785699-68857722	68785699	68857722	+	531.0	285	https://v10-1.orthodb.org/?query=41272at50557	Nuclear hormone receptor, ligand-binding domain
41390at50557	Complete	scaffold_10:143555488-143518216	143555488	143518216	-	170.9	166	https://v10-1.orthodb.org/?query=41390at50557	Nuclear hormone receptor, ligand-binding domain
41499at50557	Complete	scaffold_7:5385457-5352845	5385457	5352845	-	993.0	602	https://v10-1.orthodb.org/?query=41499at50557	FACT complex subunit POB3-like, N-terminal PH domain
41512at50557	Complete	scaffold_7:8034965-8070736	8034965	8070736	+	877.5	670	https://v10-1.orthodb.org/?query=41512at50557	Staphylococcal nuclease (SNase-like), OB-fold
41520at50557	Complete	scaffold_4:31021736-30986755	31021736	30986755	-	491.8	374	https://v10-1.orthodb.org/?query=41520at50557	RNA polymerase III Rpc82, C -terminal
41605at50557	Complete	scaffold_15:801327-840308	801327	840308	+	301.0	324	https://v10-1.orthodb.org/?query=41605at50557	RNA polymerase I specific transcription initiation factor RRN3
41619at50557	Complete	scaffold_3:159025565-159045885	159025565	159045885	+	729.8	430	https://v10-1.orthodb.org/?query=41619at50557	Helicase, C-terminal
41755at50557	Complete	scaffold_5:151647358-151645332	151647358	151645332	-	411.3	395	https://v10-1.orthodb.org/?query=41755at50557	Histidine phosphatase superfamily
41766at50557	Complete	scaffold_1:189616199-189590850	189616199	189590850	-	875.3	444	https://v10-1.orthodb.org/?query=41766at50557	F-box domain
41868at50557	Complete	scaffold_9:178903652-178905199	178903652	178905199	+	278.3	235	https://v10-1.orthodb.org/?query=41868at50557	LOC101743105
41892at50557	Complete	scaffold_7:82617502-82590679	82617502	82590679	-	974.1	580	https://v10-1.orthodb.org/?query=41892at50557	ELMO domain
41907at50557	Complete	scaffold_13:138512191-138535972	138512191	138535972	+	572.1	343	https://v10-1.orthodb.org/?query=41907at50557	General transcription factor IIH subunit 4
42026at50557	Complete	scaffold_12:85646290-85619355	85646290	85619355	-	684.9	441	https://v10-1.orthodb.org/?query=42026at50557	UbiB domain
42153at50557	Complete	scaffold_7:66574005-66682762	66574005	66682762	+	984.4	537	https://v10-1.orthodb.org/?query=42153at50557	Major facilitator superfamily
42193at50557	Complete	scaffold_15:31364497-31384953	31364497	31384953	+	687.7	396	https://v10-1.orthodb.org/?query=42193at50557	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
42255at50557	Complete	scaffold_15:99968900-99899054	99968900	99899054	-	475.4	358	https://v10-1.orthodb.org/?query=42255at50557	Membrane bound O-acyl transferase, MBOAT
42324at50557	Duplicated	scaffold_18:34027439-34026930	34027439	34026930	-	145.1	153	https://v10-1.orthodb.org/?query=42324at50557	Zinc finger C2H2-type
42324at50557	Duplicated	scaffold_36:512995-512558	512995	512558	-	141.5	163	https://v10-1.orthodb.org/?query=42324at50557	Zinc finger C2H2-type
42324at50557	Duplicated	scaffold_7:127385175-127383160	127385175	127383160	-	156.5	109	https://v10-1.orthodb.org/?query=42324at50557	Zinc finger C2H2-type
42371at50557	Complete	scaffold_7:42793131-42718284	42793131	42718284	-	725.5	403	https://v10-1.orthodb.org/?query=42371at50557	WD40 repeat
42415at50557	Complete	scaffold_4:159506813-159534496	159506813	159534496	+	609.9	410	https://v10-1.orthodb.org/?query=42415at50557	splicing factor 3A subunit 3
42556at50557	Complete	scaffold_3:183156238-183134524	183156238	183134524	-	675.0	401	https://v10-1.orthodb.org/?query=42556at50557	Coatomer subunit delta
42594at50557	Complete	scaffold_13:113472603-113490465	113472603	113490465	+	383.9	361	https://v10-1.orthodb.org/?query=42594at50557	Cytochrome b5-like heme/steroid binding domain
42648at50557	Complete	scaffold_5:70106499-70107854	70106499	70107854	+	586.2	348	https://v10-1.orthodb.org/?query=42648at50557	Leucine-rich repeat
42720at50557	Complete	scaffold_15:50649061-50618242	50649061	50618242	-	694.0	617	https://v10-1.orthodb.org/?query=42720at50557	SWAP/Surp
42752at50557	Complete	scaffold_4:172883173-172914368	172883173	172914368	+	356.1	290	https://v10-1.orthodb.org/?query=42752at50557	Ankyrin repeat-containing domain
42982at50557	Complete	scaffold_10:16280885-16257526	16280885	16257526	-	432.8	355	https://v10-1.orthodb.org/?query=42982at50557	RUN domain
43010at50557	Complete	scaffold_15:17726829-17651999	17726829	17651999	-	724.6	505	https://v10-1.orthodb.org/?query=43010at50557	RUN domain
43121at50557	Complete	scaffold_1:187674907-187649805	187674907	187649805	-	798.0	446	https://v10-1.orthodb.org/?query=43121at50557	WD40 repeat
43141at50557	Complete	scaffold_9:96836939-96777584	96836939	96777584	-	449.5	301	https://v10-1.orthodb.org/?query=43141at50557	Major facilitator superfamily
43304at50557	Complete	scaffold_3:176510268-176531699	176510268	176531699	+	520.2	372	https://v10-1.orthodb.org/?query=43304at50557	Helicase, C-terminal
43374at50557	Complete	scaffold_16:75650153-75683312	75650153	75683312	+	699.9	396	https://v10-1.orthodb.org/?query=43374at50557	ATPase, V1 complex, subunit H
43508at50557	Complete	scaffold_8:67812800-67885667	67812800	67885667	+	694.8	506	https://v10-1.orthodb.org/?query=43508at50557	Zinc finger, RING/FYVE/PHD-type
43553at50557	Complete	scaffold_2:7880988-7860840	7880988	7860840	-	515.6	348	https://v10-1.orthodb.org/?query=43553at50557	WD40 repeat
43564at50557	Complete	scaffold_10:5182686-5181571	5182686	5181571	-	618.2	302	https://v10-1.orthodb.org/?query=43564at50557	Potassium channel tetramerisation-type BTB domain
43679at50557	Complete	scaffold_16:19846223-19822709	19846223	19822709	-	510.7	487	https://v10-1.orthodb.org/?query=43679at50557	Anaphase-promoting complex subunit 5
43719at50557	Complete	scaffold_11:78567587-78544437	78567587	78544437	-	393.8	250	https://v10-1.orthodb.org/?query=43719at50557	WD40 repeat
43881at50557	Duplicated	scaffold_10:44695770-44639489	44695770	44639489	-	614.4	452	https://v10-1.orthodb.org/?query=43881at50557	RFT1
43881at50557	Duplicated	scaffold_9:8680622-8579580	8680622	8579580	-	570.0	439	https://v10-1.orthodb.org/?query=43881at50557	RFT1
43931at50557	Complete	scaffold_3:123255150-123291046	123255150	123291046	+	820.3	557	https://v10-1.orthodb.org/?query=43931at50557	SDA1 domain
43942at50557	Complete	scaffold_4:126807906-126870540	126807906	126870540	+	430.6	358	https://v10-1.orthodb.org/?query=43942at50557	Dynactin subunit 4
44088at50557	Complete	scaffold_9:65319085-65288690	65319085	65288690	-	527.1	478	https://v10-1.orthodb.org/?query=44088at50557	Nucleoporin Nup85-like
44122at50557	Complete	scaffold_13:139957198-139958595	139957198	139958595	+	415.6	335	https://v10-1.orthodb.org/?query=44122at50557	Protoporphyrinogen oxidase
44226at50557	Complete	scaffold_16:18524914-18507760	18524914	18507760	-	914.2	474	https://v10-1.orthodb.org/?query=44226at50557	Negative elongation factor B
44288at50557	Complete	scaffold_13:102599511-102586222	102599511	102586222	-	692.4	394	https://v10-1.orthodb.org/?query=44288at50557	Nmd3, N-terminal
44720at50557	Complete	scaffold_3:122897165-122924042	122897165	122924042	+	703.2	421	https://v10-1.orthodb.org/?query=44720at50557	SKI-interacting protein, SKIP
44960at50557	Complete	scaffold_12:145044501-145058004	145044501	145058004	+	545.7	352	https://v10-1.orthodb.org/?query=44960at50557	Glycosyl transferase CAP10 domain
45196at50557	Complete	scaffold_6:123237898-123263479	123237898	123263479	+	584.0	385	https://v10-1.orthodb.org/?query=45196at50557	Tetratricopeptide repeat
45204at50557	Complete	scaffold_11:10809338-10833014	10809338	10833014	+	378.4	226	https://v10-1.orthodb.org/?query=45204at50557	Sterile alpha motif domain
45272at50557	Complete	scaffold_13:139924530-139950810	139924530	139950810	+	592.2	410	https://v10-1.orthodb.org/?query=45272at50557	Pyridoxal phosphate-dependent transferase
45419at50557	Complete	scaffold_4:93211538-93214540	93211538	93214540	+	450.0	356	https://v10-1.orthodb.org/?query=45419at50557	Zinc finger C2H2-type
45452at50557	Complete	scaffold_9:76011327-76066605	76011327	76066605	+	648.7	388	https://v10-1.orthodb.org/?query=45452at50557	sorting nexin-2
45491at50557	Complete	scaffold_1:3748899-3668094	3748899	3668094	-	591.5	377	https://v10-1.orthodb.org/?query=45491at50557	Amyloidogenic glycoprotein, copper-binding
45533at50557	Complete	scaffold_13:114285673-114302936	114285673	114302936	+	430.9	311	https://v10-1.orthodb.org/?query=45533at50557	Putative RNA methylase domain
45670at50557	Complete	scaffold_1:868305-851672	868305	851672	-	823.6	471	https://v10-1.orthodb.org/?query=45670at50557	Signal recognition particle receptor, alpha subunit, N-terminal
45914at50557	Complete	scaffold_14:58317657-58343781	58317657	58343781	+	494.1	421	https://v10-1.orthodb.org/?query=45914at50557	Exonuclease, RNase T/DNA polymerase III
45935at50557	Complete	scaffold_2:5169073-5191312	5169073	5191312	+	683.0	424	https://v10-1.orthodb.org/?query=45935at50557	Serine proteases, trypsin domain
45940at50557	Complete	scaffold_5:86930205-86983322	86930205	86983322	+	619.9	397	https://v10-1.orthodb.org/?query=45940at50557	Sel1-like repeat
45990at50557	Complete	scaffold_1:28062535-28103709	28062535	28103709	+	510.9	383	https://v10-1.orthodb.org/?query=45990at50557	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
46367at50557	Complete	scaffold_16:40620100-40737979	40620100	40737979	+	464.0	531	https://v10-1.orthodb.org/?query=46367at50557	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain
46514at50557	Complete	scaffold_6:169853839-169826387	169853839	169826387	-	829.2	439	https://v10-1.orthodb.org/?query=46514at50557	Signal recognition particle, SRP54 subunit, GTPase domain
46658at50557	Complete	scaffold_7:34609951-34590564	34609951	34590564	-	634.7	372	https://v10-1.orthodb.org/?query=46658at50557	Putative ATP-dependent RNA helicase me31b
46888at50557	Complete	scaffold_17:87889005-87917735	87889005	87917735	+	692.3	450	https://v10-1.orthodb.org/?query=46888at50557	Pleckstrin homology domain
46918at50557	Complete	scaffold_2:24551569-24664385	24551569	24664385	+	334.7	263	https://v10-1.orthodb.org/?query=46918at50557	SERRATE/Ars2 , C-terminal
46955at50557	Complete	scaffold_1:176824733-176809972	176824733	176809972	-	364.8	330	https://v10-1.orthodb.org/?query=46955at50557	Mini-chromosome maintenance complex-binding protein
46968at50557	Complete	scaffold_17:88288330-88307929	88288330	88307929	+	864.0	480	https://v10-1.orthodb.org/?query=46968at50557	Chromatid cohesion factor MAU2
47100at50557	Complete	scaffold_3:132520525-132521850	132520525	132521850	+	769.0	387	https://v10-1.orthodb.org/?query=47100at50557	GDP dissociation inhibitor
47233at50557	Complete	scaffold_1:210433524-210417909	210433524	210417909	-	523.0	379	https://v10-1.orthodb.org/?query=47233at50557	De-etiolated protein 1, Det1
47258at50557	Complete	scaffold_2:168741934-168783318	168741934	168783318	+	873.6	559	https://v10-1.orthodb.org/?query=47258at50557	Splicing factor 3A subunit 1
47269at50557	Complete	scaffold_35:328561-314653	328561	314653	-	548.3	338	https://v10-1.orthodb.org/?query=47269at50557	Proteasome component (PCI) domain
47270at50557	Complete	scaffold_13:137707458-137686120	137707458	137686120	-	438.3	344	https://v10-1.orthodb.org/?query=47270at50557	PIGA, GPI anchor biosynthesis
47330at50557	Complete	scaffold_15:30688701-30707315	30688701	30707315	+	641.3	545	https://v10-1.orthodb.org/?query=47330at50557	Chondroitin N-acetylgalactosaminyltransferase
47489at50557	Complete	scaffold_12:170935050-170950575	170935050	170950575	+	548.1	327	https://v10-1.orthodb.org/?query=47489at50557	tRNA-dihydrouridine synthase
47520at50557	Complete	scaffold_9:87780997-87840374	87780997	87840374	+	479.6	254	https://v10-1.orthodb.org/?query=47520at50557	Zinc finger, CCCH-type
48053at50557	Complete	scaffold_17:56345536-56360927	56345536	56360927	+	768.3	415	https://v10-1.orthodb.org/?query=48053at50557	WD40 repeat
48126at50557	Complete	scaffold_14:153994771-153998189	153994771	153998189	+	443.1	243	https://v10-1.orthodb.org/?query=48126at50557	rRNA adenine N(6)-methyltransferase
48331at50557	Complete	scaffold_14:2249702-2246609	2249702	2246609	-	551.5	333	https://v10-1.orthodb.org/?query=48331at50557	PPM-type phosphatase domain
48378at50557	Complete	scaffold_15:14151648-14122638	14151648	14122638	-	481.1	368	https://v10-1.orthodb.org/?query=48378at50557	Forkhead-associated (FHA) domain
48450at50557	Complete	scaffold_14:58993494-59017175	58993494	59017175	+	745.6	416	https://v10-1.orthodb.org/?query=48450at50557	Eukaryotic translation initiation factor 3 subunit L
48837at50557	Complete	scaffold_16:14048575-14100362	14048575	14100362	+	387.0	303	https://v10-1.orthodb.org/?query=48837at50557	PDZ domain
48864at50557	Complete	scaffold_10:1938344-2013003	1938344	2013003	+	413.2	337	https://v10-1.orthodb.org/?query=48864at50557	Rabenosyn, Rab binding domain
48986at50557	Complete	scaffold_14:2858335-2889083	2858335	2889083	+	543.0	343	https://v10-1.orthodb.org/?query=48986at50557	Lung seven transmembrane receptor-like
49092at50557	Complete	scaffold_11:108059790-108075139	108059790	108075139	+	745.4	411	https://v10-1.orthodb.org/?query=49092at50557	Peptidase M16, C-terminal
49139at50557	Complete	scaffold_4:94617640-94649535	94617640	94649535	+	691.7	600	https://v10-1.orthodb.org/?query=49139at50557	E3 UFM1-protein ligase 1
49306at50557	Complete	scaffold_6:181245147-181230972	181245147	181230972	-	369.1	424	https://v10-1.orthodb.org/?query=49306at50557	O-acyltransferase WSD1, C-terminal
49370at50557	Complete	scaffold_7:90917697-90877682	90917697	90877682	-	734.3	432	https://v10-1.orthodb.org/?query=49370at50557	WD40 repeat
49600at50557	Complete	scaffold_13:58988793-59031416	58988793	59031416	+	350.2	256	https://v10-1.orthodb.org/?query=49600at50557	Sarcoglycan alpha/epsilon
49665at50557	Complete	scaffold_1:130135389-130259911	130135389	130259911	+	749.6	483	https://v10-1.orthodb.org/?query=49665at50557	Nuclear pore localisation protein NPL4, C-terminal
49780at50557	Complete	scaffold_5:437244-434881	437244	434881	-	797.1	447	https://v10-1.orthodb.org/?query=49780at50557	RNA recognition motif domain
50275at50557	Complete	scaffold_12:159717841-159892140	159717841	159892140	+	515.7	458	https://v10-1.orthodb.org/?query=50275at50557	MORN motif
50478at50557	Complete	scaffold_7:150708918-150694304	150708918	150694304	-	557.6	332	https://v10-1.orthodb.org/?query=50478at50557	Ferrodoxin-fold anticodon-binding domain
50493at50557	Complete	scaffold_5:74268225-74240540	74268225	74240540	-	529.2	334	https://v10-1.orthodb.org/?query=50493at50557	Vacuolar fusion protein Mon1
50572at50557	Complete	scaffold_7:148330285-148338231	148330285	148338231	+	639.0	334	https://v10-1.orthodb.org/?query=50572at50557	ATPase, AAA-type, conserved site
50585at50557	Complete	scaffold_7:160664611-160613025	160664611	160613025	-	583.7	298	https://v10-1.orthodb.org/?query=50585at50557	PDZ domain
50587at50557	Complete	scaffold_10:78777051-78802723	78777051	78802723	+	742.3	389	https://v10-1.orthodb.org/?query=50587at50557	Rab-GTPase-TBC domain
50853at50557	Duplicated	scaffold_10:32001830-32022763	32001830	32022763	+	553.3	366	https://v10-1.orthodb.org/?query=50853at50557	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
50853at50557	Duplicated	scaffold_3:72408799-72407414	72408799	72407414	-	583.3	361	https://v10-1.orthodb.org/?query=50853at50557	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
51049at50557	Complete	scaffold_15:65942949-65955117	65942949	65955117	+	520.2	345	https://v10-1.orthodb.org/?query=51049at50557	Fumarylacetoacetase, N-terminal
51073at50557	Complete	scaffold_12:157036655-157048403	157036655	157048403	+	388.3	262	https://v10-1.orthodb.org/?query=51073at50557	mRNA cap guanine-N7 methyltransferase
51335at50557	Complete	scaffold_7:92406343-92444147	92406343	92444147	+	413.4	249	https://v10-1.orthodb.org/?query=51335at50557	TEA/ATTS domain
51542at50557	Complete	scaffold_15:65299540-65287500	65299540	65287500	-	428.9	335	https://v10-1.orthodb.org/?query=51542at50557	Origin recognition complex subunit 4
51637at50557	Complete	scaffold_3:114556530-114475338	114556530	114475338	-	410.8	392	https://v10-1.orthodb.org/?query=51637at50557	PDZ domain
51851at50557	Complete	scaffold_6:61104239-61102734	61104239	61102734	-	812.3	399	https://v10-1.orthodb.org/?query=51851at50557	26S proteasome non-ATPase regulatory subunit 3
51947at50557	Complete	scaffold_8:17798793-17669533	17798793	17669533	-	667.7	343	https://v10-1.orthodb.org/?query=51947at50557	Neurotransmitter-gated ion-channel ligand-binding domain
52049at50557	Complete	scaffold_3:7856530-7835964	7856530	7835964	-	288.9	320	https://v10-1.orthodb.org/?query=52049at50557	Zinc finger, MYND-type
52437at50557	Complete	scaffold_3:8193707-8158678	8193707	8158678	-	569.0	344	https://v10-1.orthodb.org/?query=52437at50557	Uncharacterised protein family UPF0183
52579at50557	Complete	scaffold_12:84096672-84107282	84096672	84107282	+	641.9	393	https://v10-1.orthodb.org/?query=52579at50557	Vang-like protein
52631at50557	Complete	scaffold_4:52726570-52705320	52726570	52705320	-	464.9	299	https://v10-1.orthodb.org/?query=52631at50557	Branched-chain-amino-acid aminotransferase
52636at50557	Complete	scaffold_2:145228528-145238846	145228528	145238846	+	215.0	302	https://v10-1.orthodb.org/?query=52636at50557	Nucleotidyl transferase domain
52688at50557	Complete	scaffold_12:32925425-32771242	32925425	32771242	-	361.6	351	https://v10-1.orthodb.org/?query=52688at50557	Carboxylesterase, type B
52703at50557	Complete	scaffold_3:87292788-87333831	87292788	87333831	+	687.3	351	https://v10-1.orthodb.org/?query=52703at50557	Actin family
52845at50557	Complete	scaffold_16:23969758-23951177	23969758	23951177	-	439.7	318	https://v10-1.orthodb.org/?query=52845at50557	Leucine-rich repeat
52925at50557	Complete	scaffold_12:156169871-156154588	156169871	156154588	-	646.3	347	https://v10-1.orthodb.org/?query=52925at50557	tRNA pseudouridylate synthase B, C-terminal
53033at50557	Complete	scaffold_4:199258321-199239079	199258321	199239079	-	318.5	343	https://v10-1.orthodb.org/?query=53033at50557	Winged helix-like DNA-binding domain superfamily
53123at50557	Complete	scaffold_10:55221869-55262158	55221869	55262158	+	391.3	220	https://v10-1.orthodb.org/?query=53123at50557	Arrestin, C-terminal
53250at50557	Complete	scaffold_7:154716701-154758888	154716701	154758888	+	467.0	367	https://v10-1.orthodb.org/?query=53250at50557	Eukaryotic translation initiation factor 2A
53261at50557	Complete	scaffold_14:30539627-30567764	30539627	30567764	+	705.9	442	https://v10-1.orthodb.org/?query=53261at50557	Ubiquitin-activating enzyme, catalytic cysteine domain
53388at50557	Complete	scaffold_14:146689021-146710847	146689021	146710847	+	616.7	348	https://v10-1.orthodb.org/?query=53388at50557	PurE domain
53583at50557	Complete	scaffold_6:20670282-20659779	20670282	20659779	-	612.6	358	https://v10-1.orthodb.org/?query=53583at50557	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
53875at50557	Complete	scaffold_10:1202440-1201454	1202440	1201454	-	227.2	222	https://v10-1.orthodb.org/?query=53875at50557	DNA fragmentation factor 40, C-terminal
53938at50557	Complete	scaffold_3:51683271-51719209	51683271	51719209	+	676.9	469	https://v10-1.orthodb.org/?query=53938at50557	Mannosyltransferase
54056at50557	Complete	scaffold_14:159893824-159858564	159893824	159858564	-	406.4	304	https://v10-1.orthodb.org/?query=54056at50557	SANT/Myb domain
54067at50557	Complete	scaffold_2:85818963-85849697	85818963	85849697	+	535.9	406	https://v10-1.orthodb.org/?query=54067at50557	SH2 domain
54419at50557	Complete	scaffold_7:160737986-160772560	160737986	160772560	+	357.9	318	https://v10-1.orthodb.org/?query=54419at50557	Equilibrative nucleoside transporter
54603at50557	Complete	scaffold_3:156013352-156015037	156013352	156015037	+	843.1	482	https://v10-1.orthodb.org/?query=54603at50557	Leucine-rich repeat
54757at50557	Complete	scaffold_5:58897141-58877455	58897141	58877455	-	305.0	221	https://v10-1.orthodb.org/?query=54757at50557	Hedgehog, N-terminal signalling domain
54898at50557	Complete	scaffold_13:89829117-89805614	89829117	89805614	-	628.4	329	https://v10-1.orthodb.org/?query=54898at50557	COP9 signalosome complex subunit 4
55062at50557	Complete	scaffold_6:137646886-137668176	137646886	137668176	+	414.7	325	https://v10-1.orthodb.org/?query=55062at50557	Signal recognition particle subunit SRP68
55303at50557	Complete	scaffold_12:62467276-62463406	62467276	62463406	-	499.6	341	https://v10-1.orthodb.org/?query=55303at50557	FAD/NAD(P)-binding domain
55309at50557	Complete	scaffold_8:84273774-84259717	84273774	84259717	-	411.5	242	https://v10-1.orthodb.org/?query=55309at50557	Protoheme IX farnesyltransferase, mitochondrial
55628at50557	Complete	scaffold_15:53015865-52999748	53015865	52999748	-	335.8	413	https://v10-1.orthodb.org/?query=55628at50557	Coiled-coil domain-containing protein 22
55692at50557	Complete	scaffold_14:69658121-69627874	69658121	69627874	-	618.2	351	https://v10-1.orthodb.org/?query=55692at50557	Eukaryotic translation initiation factor 3 subunit E
55720at50557	Complete	scaffold_16:4486172-4452728	4486172	4452728	-	404.7	369	https://v10-1.orthodb.org/?query=55720at50557	N-end aminoacyl transferase, N-terminal
55830at50557	Complete	scaffold_17:99894775-99896193	99894775	99896193	+	398.3	355	https://v10-1.orthodb.org/?query=55830at50557	WD40 repeat
55950at50557	Complete	scaffold_14:139336311-139351125	139336311	139351125	+	714.3	442	https://v10-1.orthodb.org/?query=55950at50557	beta-catenin-like protein 1
56026at50557	Complete	scaffold_7:130476671-130512324	130476671	130512324	+	657.9	376	https://v10-1.orthodb.org/?query=56026at50557	Transcription initiation factor TFIID subunit 6
56099at50557	Complete	scaffold_13:108988499-108974444	108988499	108974444	-	674.6	396	https://v10-1.orthodb.org/?query=56099at50557	WD40 repeat
56276at50557	Complete	scaffold_10:95168068-95225336	95168068	95225336	+	581.9	343	https://v10-1.orthodb.org/?query=56276at50557	Acyl-CoA dehydrogenase/oxidase C-terminal
56752at50557	Complete	scaffold_5:125316994-125257899	125316994	125257899	-	653.7	394	https://v10-1.orthodb.org/?query=56752at50557	WD40-repeat-containing domain
56796at50557	Complete	scaffold_3:37303317-37326684	37303317	37326684	+	505.0	317	https://v10-1.orthodb.org/?query=56796at50557	Sulfotransferase
56896at50557	Complete	scaffold_3:34466184-34502015	34466184	34502015	+	550.7	573	https://v10-1.orthodb.org/?query=56896at50557	Integrator complex subunit 8
56943at50557	Complete	scaffold_9:164229127-164176424	164229127	164176424	-	655.6	403	https://v10-1.orthodb.org/?query=56943at50557	CAP Gly-rich domain
57149at50557	Complete	scaffold_17:110870852-110789100	110870852	110789100	-	256.9	209	https://v10-1.orthodb.org/?query=57149at50557	PSP, proline-rich
57153at50557	Complete	scaffold_16:20667323-20499163	20667323	20499163	-	223.8	168	https://v10-1.orthodb.org/?query=57153at50557	EF-hand domain
57156at50557	Complete	scaffold_3:31821350-31791653	31821350	31791653	-	685.8	453	https://v10-1.orthodb.org/?query=57156at50557	Tetratricopeptide repeat
57181at50557	Complete	scaffold_13:45360098-45487791	45360098	45487791	+	727.5	541	https://v10-1.orthodb.org/?query=57181at50557	DNA mismatch repair protein Mlh1, C-terminal
57218at50557	Complete	scaffold_13:110373498-110355654	110373498	110355654	-	698.3	368	https://v10-1.orthodb.org/?query=57218at50557	Homogentisate 1,2-dioxygenase
57320at50557	Complete	scaffold_17:107687065-107707142	107687065	107707142	+	558.8	345	https://v10-1.orthodb.org/?query=57320at50557	Atg6/beclin, coiled-coil domain
57373at50557	Complete	scaffold_2:136204687-136220376	136204687	136220376	+	522.4	372	https://v10-1.orthodb.org/?query=57373at50557	DIRP domain
57388at50557	Complete	scaffold_2:198451518-198261052	198451518	198261052	-	685.2	379	https://v10-1.orthodb.org/?query=57388at50557	Otopetrin
57602at50557	Complete	scaffold_4:169815523-169784881	169815523	169784881	-	75.1	115	https://v10-1.orthodb.org/?query=57602at50557	Proline-rich AKT1 substrate 1 protein
57613at50557	Complete	scaffold_3:94772017-94831919	94772017	94831919	+	667.0	333	https://v10-1.orthodb.org/?query=57613at50557	Actin family
57745at50557	Complete	scaffold_14:25302882-25181781	25302882	25181781	-	333.4	266	https://v10-1.orthodb.org/?query=57745at50557	Peptidase C45
57752at50557	Complete	scaffold_14:159727826-159739428	159727826	159739428	+	601.4	320	https://v10-1.orthodb.org/?query=57752at50557	WD40 repeat
57761at50557	Complete	scaffold_9:59413135-59417828	59413135	59417828	+	689.9	372	https://v10-1.orthodb.org/?query=57761at50557	Nop domain
57786at50557	Complete	scaffold_15:126795018-126749572	126795018	126749572	-	308.2	341	https://v10-1.orthodb.org/?query=57786at50557	Fork head domain
57791at50557	Complete	scaffold_2:217012845-217028743	217012845	217028743	+	455.1	375	https://v10-1.orthodb.org/?query=57791at50557	Helicase, C-terminal
57812at50557	Complete	scaffold_2:131558709-131660631	131558709	131660631	+	468.4	296	https://v10-1.orthodb.org/?query=57812at50557	Zinc finger C2H2-type
57980at50557	Complete	scaffold_3:125572013-125677185	125572013	125677185	+	552.6	349	https://v10-1.orthodb.org/?query=57980at50557	Protein kinase domain
57983at50557	Complete	scaffold_6:165964487-165943402	165964487	165943402	-	499.4	320	https://v10-1.orthodb.org/?query=57983at50557	UAA transporter
